"time" "inp. voltage (PZT Actuator) (V)"
"s" "PZT Actuator) (V"
           0            0 
   0.0001705            0 
    0.000176      1.19407 
   0.0001815      15.8607 
    0.000187      30.5274 
   0.0001925      45.1941 
    0.000198      59.8607 
   0.0002035      74.5274 
    0.000209      89.1941 
   0.0002145      103.861 
     0.00022      118.527 
   0.0002255      133.194 
    0.000231      147.861 
   0.0002365          160 
   0.0002700          160 
   0.0002755      157.473 
   0.0002810      142.806 
   0.0002865      128.139 
   0.0002920      113.473 
   0.0002975      98.8059 
   0.0003030      84.1393 
   0.0003085      69.4726 
   0.0003140      54.8059 
   0.0003185      40.1393 
   0.0003250      25.4726 
   0.0003305      10.8059 
   0.0003390            0 
     0.00154            0 
   0.0015455      8.74074 
    0.001551      23.4074 
   0.0015565      38.0741 
    0.001562      52.7407 
   0.0015675      67.4074 
    0.001573      82.0741 
   0.0015785      96.7407 
    0.001584      111.407 
   0.0015895      126.074 
    0.001595      140.741 
   0.0016005      155.407 
   0.0016060          160 
   0.0021965          160 
   0.0022020      157.926 
   0.0022075      143.259 
   0.0022130      128.593 
   0.0022185      113.926 
   0.0022240      99.2593 
   0.0022295      84.5926 
   0.0022350      69.9259 
   0.0022405      55.2593 
   0.0022460      40.5926 
   0.0022515      25.9259 
   0.0022570      11.2593 
   0.0022625            0
