"time" "inp. voltage (PZT Actuator) (V)"
"s" "PZT Actuator) (V"
           0            0 
     0.00034            0 
     0.00035       6.6045 
     0.00036      26.4378 
     0.00037      46.2712 
     0.00038      66.1045 
     0.00039      85.9378 
      0.0004      105.771 
     0.00041          119 
     0.00051          119 
     0.00052      102.479 
     0.00053      82.6455 
     0.00054      62.8122 
     0.00055      42.9788 
     0.00056      23.1455 
     0.00057      3.31217 
     0.00058            0 
     0.00131            0 
     0.00132      13.2288 
     0.00133      33.0622 
     0.00134      52.8955 
     0.00135      72.7288 
     0.00136      92.5622 
     0.00137      112.396 
     0.00138          119 
     0.00147          119 
     0.00148      115.688 
     0.00149      95.8557 
      0.0015      76.0233 
     0.00151       56.191 
     0.00152      36.3586 
     0.00153      16.5263 
     0.00154            0 
     0.00251            0 
     0.00252      13.2223 
     0.00253      33.0556 
     0.00254       52.889 
     0.00255      72.7223 
     0.00256      92.5556 
     0.00257      112.389 
     0.00258          119 
     0.00329          119 
      0.0033      117.677 
     0.00331      97.8438 
     0.00332      78.0105 
     0.00333      58.1771 
     0.00334      38.3438 
     0.00335      18.5105 
     0.00336            0 
